SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,Investorname,InvestmentnType,AmountinUSD,Remarks,State
702,08-06-2017,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity Round,1500000,nan,Telangana
703,08-06-2017,ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,Private Equity Round,1500000,nan,Karnataka
704,08-06-2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000,nan,Karnataka
705,09-06-2017,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000,nan,Maharashtra
706,09-06-2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000,nan,Telangana
707,12-06-2017,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,N/A,nan,Karnataka
708,12-06-2017,LendingKart,Consumer Internet,Online Lending platform,Ahemadabad,Yes Bank,Debt,7800000,nan,Gujarat
709,12-06-2017,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity Round,500000,nan,Karnataka
710,12-06-2017,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity Round,1000000,nan,Delhi
711,12-06-2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000,nan,Maharashtra
712,12-06-2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity Round,15000000,nan,Maharashtra
713,13-06-2017,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity Round,N/A,nan,Delhi
714,13-06-2017,Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity Round,5500000,nan,Karnataka
715,13-06-2017,Digit,Technology,Tech driven Insurance platform,Bangalore,Fairfax Holdings,Private Equity Round,N/A,nan,Karnataka
716,14-06-2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity Round,50000000,nan,Karnataka
717,14-06-2017,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,N/A,nan,Maharashtra
718,14-06-2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,Undisclosed Investors,Seed Funding,500000,nan,Uttar Pradesh
719,15-06-2017,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity Round,12300000,nan,Karnataka
720,16-06-2017,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity Round,1000000,nan,Karnataka
721,16-06-2017,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000,nan,Maharashtra
722,16-06-2017,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,2000000,nan,Uttar Pradesh
723,16-06-2017,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,N/A,nan,Telangana
724,16-06-2017,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed Funding,N/A,nan,Haryana
725,16-06-2017,HealthIntel,Healthcare,Online Pharmacy,New Delhi,BLIP Initiatives,Seed Funding,N/A,nan,Delhi
726,19-06-2017,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,Private Equity Round,12500000,nan,Karnataka
727,19-06-2017,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity Round,4000000,nan,Telangana
728,20-06-2017,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,300000,nan,Karnataka
729,20-06-2017,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity Round,5200000,nan,Maharashtra
730,21-06-2017,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity Round,2400000,nan,Maharashtra
731,21-06-2017,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity Round,4500000,nan,Karnataka
732,21-06-2017,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,215000,nan,Telangana
733,21-06-2017,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity Round,31000000,nan,Maharashtra
734,21-06-2017,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity Round,N/A,nan,Maharashtra
735,22-06-2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity Round,4600000,nan,Karnataka
736,22-06-2017,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity Round,2000000,nan,Maharashtra
737,22-06-2017,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000,nan,Karnataka
738,23-06-2017,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity Round,4000000,nan,Maharashtra
739,23-06-2017,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed Investors,Seed Funding,1000000,nan,Maharashtra
740,26-06-2017,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity Round,5000000,nan,Telangana
741,26-06-2017,Flipkart,eCommerce,Online marketplace,Bangalore,Naspers,Private Equity Round,71000000,nan,Karnataka
742,26-06-2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity Round,4000000,nan,Uttar Pradesh
743,27-06-2017,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity Round,5000000,nan,Delhi
744,27-06-2017,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Gujarat Venture Finance Ltd,Private Equity Round,N/A,nan,Karnataka
745,27-06-2017,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000,nan,Maharashtra
746,28-06-2017,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,N/A,nan,Delhi
747,28-06-2017,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity Round,3000000,nan,Maharashtra
748,28-06-2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity Round,2000000,nan,Karnataka
749,29-06-2017,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity Round,1000000,nan,Delhi
750,29-06-2017,ZingHR,Technology,"digital employee solutions,",Mumbai,Zeta,Private Equity Round,N/A,nan,Maharashtra
751,30-06-2017,Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity Round,5000000,nan,Karnataka
752,30-06-2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity Round,21000000,nan,Haryana
754,01-05-2017,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity Round,73700000,nan,Telangana
755,01-05-2017,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity Round,10000000,nan,Haryana
756,02-05-2017,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,1500000,nan,Telangana
757,02-05-2017,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity Round,10000000,nan,Karnataka
758,02-05-2017,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity Round,N/A,nan,Maharashtra
759,02-05-2017,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,Undisclosed Investors,Seed Funding,390000,nan,Karnataka
760,03-05-2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity Round,104500000,nan,Karnataka
761,03-05-2017,Sumeru,Technology,Software & Mobile development services,Bangalore,Undisclosed Investors,Seed Funding,1000000,nan,Karnataka
762,04-05-2017,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity Round,N/A,nan,Delhi
763,05-05-2017,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed Funding,N/A,nan,Delhi
764,05-05-2017,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed Funding,N/A,nan,Maharashtra
765,05-05-2017,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed Funding,N/A,nan,Telangana
766,05-05-2017,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity Round,N/A,nan,Kerala
767,05-05-2017,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,233000,nan,Karnataka
768,08-05-2017,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity Round,700000,nan,Haryana
769,08-05-2017,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,N/A,nan,Delhi
770,08-05-2017,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed Funding,N/A,nan,Maharashtra
771,08-05-2017,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000,nan,Delhi
772,08-05-2017,Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity Round,5000000,nan,Karnataka
773,08-05-2017,CureFit,Technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity Round,3200000,nan,Karnataka
774,09-05-2017,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,50000,nan,Delhi
775,09-05-2017,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bangalore,Anand Chandrasekaran,Seed Funding,N/A,nan,Karnataka
776,09-05-2017,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Equity Round,N/A,nan,Maharashtra
777,09-05-2017,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private Equity Round,N/A,nan,Maharashtra
778,10-05-2017,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,N/A,nan,Delhi
779,10-05-2017,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity Round,1400000,nan,Uttar Pradesh
780,10-05-2017,Shopclues,eCommerce,Online marketplace,Gurgaon,InnoVen Capital,Private Equity Round,7700000,nan,Haryana
781,10-05-2017,Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1Crowd,Seed Funding,600000,nan,Karnataka
782,10-05-2017,Chymera VR,Technology,Advertising Platform for Virtual Reality,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,N/A,nan,Karnataka
783,11-05-2017,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity Round,4000000,nan,Maharashtra
784,11-05-2017,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,N/A,nan,Maharashtra
785,11-05-2017,ION Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,N/A,nan,Maharashtra
786,12-05-2017,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity Round,5000000,nan,Delhi
787,12-05-2017,Log 9 Materials,Technology,NanoTech product developer,Bangalore,GEMs,Seed Funding,N/A,nan,Karnataka
788,12-05-2017,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity Round,466000,nan,Maharashtra
789,12-05-2017,Aequm,eCommerce,Cloud ECommerce platform,Bangalore,Undisclosed Investors,Seed Funding,1000000,nan,Karnataka
790,15-05-2017,Zapty,Technology,Project Management tool,Bangalore,IdeaSpring Capital,Seed Funding,500000,nan,Karnataka
791,15-05-2017,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bangalore,Kstart Capital,Seed Funding,N/A,nan,Karnataka
792,16-05-2017,Niki.ai,Technology,AI-based chatbot,Bangalore,SAP,Private Equity Round,N/A,nan,Karnataka
793,16-05-2017,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity Round,3000000,nan,Maharashtra
794,16-05-2017,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity Round,500000,nan,Maharashtra
795,17-05-2017,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,Undisclosed Investors,Seed Funding,250000,nan,Tamil Nadu
796,17-05-2017,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity Round,5300000,nan,Maharashtra
797,18-05-2017,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000,nan,Maharashtra
798,18-05-2017,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed Funding,N/A,nan,Punjab
799,18-05-2017,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Equity Round,1400000000,nan,Karnataka
800,19-05-2017,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000,nan,Karnataka
801,19-05-2017,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,N/A,nan,Telangana
802,20-05-2017,YepMe,eCommerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,Private Equity Round,N/A,nan,Delhi
803,22-05-2017,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity Round,30000000,nan,Delhi
804,22-05-2017,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,500000,nan,Maharashtra
805,23-05-2017,TravelSpice,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed Funding,N/A,nan,Telangana
806,23-05-2017,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity Round,6600000,nan,Haryana
807,23-05-2017,The Print,Consumer Internet,News Portal,New Delhi,Ratan Tata,Seed Funding,N/A,nan,Delhi
808,23-05-2017,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity Round,1000000,nan,Maharashtra
809,24-05-2017,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,580000,nan,Maharashtra
810,25-05-2017,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity Round,8000000,nan,Haryana
811,26-05-2017,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,N/A,nan,Karnataka
812,29-05-2017,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,N/A,Seed Funding,N/A,nan,Maharashtra
813,29-05-2017,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,N/A,nan,Uttar Pradesh
814,29-05-2017,Wowflux,Technology,image Processing solution,New Delhi,Undisclosed Investors,Seed Funding,N/A,nan,Delhi
815,29-05-2017,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity Round,3500000,nan,Maharashtra
816,30-05-2017,Loadshare,Logistics,Express Logistics Network,Bangalore,Matrix Partners,Seed Funding,N/A,nan,Karnataka
817,30-05-2017,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed Funding,N/A,nan,Delhi
818,30-05-2017,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity Round,1500000,nan,Maharashtra
819,30-05-2017,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity Round,80000000,nan,Karnataka
820,31-05-2017,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity Round,5000000,nan,West Bengal
821,31-05-2017,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity Round,7000000,nan,Haryana
826,01-04-2017,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity Round,3800000,nan,Maharashtra
827,03-04-2017,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity Round,8200000,nan,Maharashtra
828,03-04-2017,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity Round,N/A,nan,Maharashtra
829,03-04-2017,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity Round,40000000,nan,Uttar Pradesh
